index,Temperature,Light,CO2,HumidityRatio,GRAD_CO2,GRAD_HR,HRCO2,GRAD_HRCO2,FLAG_BusinessHour,HOUR(date),DAY(date),WEEKDAY(date),PERCENTILE(Temperature),PERCENTILE(Humidity),PERCENTILE(Light),PERCENTILE(CO2),PERCENTILE(HumidityRatio),PERCENTILE(GRAD_CO2),PERCENTILE(GRAD_HR),PERCENTILE(HRCO2),PERCENTILE(GRAD_HRCO2),RMEAN_CO2,RMEAN_HR
1,23.18,426.0,721.25,0.00479298817650529,-3.71875,-7.805407398197694e-06,3.4569427223044404,-0.02329574904221987,1,17,4,2,1.0,0.6416554095542183,0.801240329117033,0.7785828318801424,0.8264767284784478,0.06425850841626736,0.04398574763484458,0.8460027017069875,0.052340582381127904,714.25,0.00478185036907992
2,23.15,429.5,714.0,0.00478344094931065,-3.71875,-7.805407398197694e-06,3.415376837807804,-0.02329574904221987,1,17,4,2,0.9997543902738548,0.6414712022596095,0.8057841090507184,0.7770477710917353,0.825248679847722,0.06425850841626736,0.04398574763484458,0.8439150190347537,0.052340582381127904,714.25,0.00478185036907992
3,23.15,426.0,713.5,0.00477946352442199,-3.71875,-7.805407398197694e-06,3.4101472246750895,-0.02329574904221987,1,17,4,2,0.9997543902738548,0.6403659584919563,0.801240329117033,0.7768635637971264,0.824634655532359,0.06425850841626736,0.04398574763484458,0.8437922141716812,0.052340582381127904,714.25,0.00478185036907992
4,23.15,426.0,708.25,0.00477150882608175,-3.71875,-7.805407398197694e-06,3.3794211260723994,-0.02329574904221987,1,17,4,2,0.9997543902738548,0.6325678496868476,0.801240329117033,0.7752671005771828,0.8240206312169962,0.06425850841626736,0.04398574763484458,0.8423185558148103,0.052340582381127904,714.25,0.00478185036907992
5,23.1,426.0,704.5,0.004756992933315179,-3.71875,-7.805407398197694e-06,3.351301521520544,-0.02329574904221987,1,17,4,2,0.9971140857177945,0.6325678496868476,0.801240329117033,0.7744688689672111,0.8231609971754882,0.06425850841626736,0.04398574763484458,0.8402308731425765,0.052340582381127904,710.0625,0.004772851558282392
6,23.1,419.0,701.0,0.004756992933315179,-3.1041666666666288,-6.1148258877850165e-06,3.334652046253941,-0.019131080169100034,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.773179417904949,0.8231609971754882,0.07930949748126305,0.07064749969283696,0.8390028245118507,0.06610148666912397,706.8125,0.004766239554283525
7,23.1,419.0,701.666666666667,0.004756992933315179,-2.6354166666666288,-4.623310484172267e-06,3.337823374876152,-0.015825864435503156,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.7734250276310942,0.8231609971754882,0.09423762132940165,0.1076299299668264,0.8391256293749233,0.07900233443912029,703.8541666666667,0.004760621906506822
8,23.1,419.0,699.0,0.004756992933315179,-3.0520833333333712,-1.814486595821084e-06,3.32513806038731,-0.015803848980046276,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.7729338081788039,0.8231609971754882,0.0808453126919769,0.28271286398820494,0.8377747758811249,0.07912519965597739,701.5416666666667,0.00475699293331518
9,23.1,419.0,689.333333333333,0.004756992933315179,-3.5208333333333712,-1.4552767060786558e-06,3.279153795365262,-0.01774980965982964,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.7702935036227435,0.8231609971754882,0.06911168448212311,0.3220297333824794,0.833967825125875,0.07150755621083671,697.75,0.00475699293331518
10,23.075,419.0,688.0,0.00474535071966655,-3.0520833333333712,-3.460406252641171e-06,3.2648012951305865,-0.016904009891852922,0,18,4,2,0.9939211592779074,0.6255679724917107,0.7939334397642147,0.7692496622866265,0.8215645339555446,0.0808453126919769,0.158496129745669,0.8327397764951492,0.07494778228283573,694.5,0.004754082379903023
11,23.075,419.0,690.25,0.00474095189694268,-2.4270833333333712,-4.207904895883914e-06,3.272442046864685,-0.014451776701129626,0,18,4,2,0.9939211592779074,0.6235416922510132,0.7939334397642147,0.7709689303696426,0.8210733145032544,0.10173239955768522,0.12237375598967933,0.8332309959474395,0.0840398083302617,691.6458333333333,0.004750072120809898
12,23.1,419.0,691.0,0.00473937073052061,-1.7291666666666288,-2.9370475625300346e-06,3.2749051747897413,-0.010249626437966564,0,18,4,2,0.9971140857177945,0.6151909615620779,0.7939334397642147,0.7712759425273241,0.8207048999140366,0.14074210590981692,0.18810664700823196,0.8335994105366572,0.11303599950853914,689.6458333333333,0.004745666570111255
13,23.1,419.0,683.5,0.00475111875560951,-0.7916666666666288,-2.186637536214734e-06,3.2473896694591002,-0.005265601317816282,0,18,4,2,0.9971140857177945,0.6247697408817389,0.7939334397642147,0.7675917966351468,0.8225469728601252,0.28535446615063276,0.24622189458164392,0.8312661181382782,0.19105541221280256,688.1875,0.004744198025684838
14,23.05,419.0,687.5,0.0047337317970825,-0.59375,-4.703584202749977e-06,3.254440610494219,-0.006044052426300794,0,18,4,2,0.9925089033525728,0.6235416922510132,0.7939334397642147,0.7689426501289451,0.8200908755986737,0.33953802678461725,0.10504976041282713,0.8317573375905686,0.16832534709423763,688.0625,0.0047412932950388256
15,23.0,419.0,686.0,0.00471494214590473,-1.84375,-6.304791956728874e-06,3.2344503120906447,-0.01304734740945146,0,18,4,2,0.9902370133857301,0.6215768144418519,0.7939334397642147,0.7685128331081911,0.8176961807687585,0.13201867551296229,0.06683867797026662,0.8300380695075525,0.09214891264283082,687.0,0.004734790857279338
16,23.0,418.5,680.5,0.00471494214590473,-1.5625,-5.933673819577458e-06,3.208518130288169,-0.01144894890767545,0,18,4,2,0.9902370133857301,0.6215768144418519,0.7895124646936018,0.7669163698882476,0.8176961807687585,0.15431871237252734,0.07384199533112176,0.8285644111506816,0.10406683867797027,684.375,0.004728683711125368
17,23.0,0.0,681.5,0.0047280779496687705,-0.5625,-3.6026539053136963e-06,3.2221851226992673,-0.005124808448031315,0,18,4,2,0.9902370133857301,0.6325678496868476,0.31689794915878666,0.7671619796143927,0.8193540464202382,0.3469713724044723,0.15050989064995698,0.829301240329117,0.1952328295859442,683.875,0.004722923509640183
18,22.945,0.0,685.0,0.00472795137178073,-0.4375,3.0857282359501685e-06,3.2386466896697996,4.5064886799561776e-05,0,18,4,2,0.98808792828196,0.6438044946579885,0.31689794915878666,0.768083016087437,0.8192312415571656,0.38254085268460497,0.8217225703403367,0.8305292889598428,0.5320063889912766,683.25,0.00472147840331474
19,22.945,0.0,685.0,0.0047454083970941,0.9375,5.628782649331771e-06,3.2506047520094588,0.008283256381580673,0,18,4,2,0.98808792828196,0.6526464447992141,0.31689794915878666,0.768083016087437,0.8216873388186172,0.7737437031576361,0.9125199655977393,0.831634532727496,0.8818036613834623,683.0,0.004729094966112083
20,22.89,0.0,689.0,0.00472950615591001,2.0625,1.9990270308154444e-06,3.258629741421997,0.011115122866814486,0,18,4,2,0.9851406115682181,0.6526464447992141,0.31689794915878666,0.7699250890335257,0.8195996561463834,0.8897284678707458,0.7497235532620715,0.83206434974825,0.9007249047794569,685.125,0.004732735968613404
21,22.89,0.0,689.5,0.00472950615591001,1.5,3.728737963150375e-07,3.2609944944999523,0.007349052944110479,0,18,4,2,0.9851406115682181,0.6526464447992141,0.31689794915878666,0.7705391133488886,0.8195996561463834,0.8521931441208994,0.5853298931072614,0.832494166769004,0.8695171396977516,687.125,0.004733093020173714
22,22.89,0.0,689.0,0.00472950615591001,1.25,-5.972622772738682e-07,3.258629741421997,0.005509935054082371,0,18,4,2,0.9851406115682181,0.6526464447992141,0.31689794915878666,0.7699250890335257,0.8195996561463834,0.8212311094729082,0.41012409386902565,0.83206434974825,0.8352377441946185,688.125,0.004733481716206034
23,22.89,0.0,691.0,0.00473907551474663,0.625,1.6007659442503382e-06,3.274701180689921,0.004066820167095253,0,18,4,2,0.9851406115682181,0.6590322976789881,0.31689794915878666,0.7712759425273241,0.820582095050964,0.706966457795798,0.7100380882172257,0.8334766056735847,0.7873203096203465,689.625,0.004731898495619166
