Temperature,Light,CO2,HumidityRatio,LOG_CO2,LOG_HR,GRAD_CO2,GRAD_HR,HRCO2,GRAD_HRCO2,FLAG_BusinessHour,HOUR(date),DAY(date),WEEKDAY(date),PERCENTILE(Temperature),PERCENTILE(Humidity),PERCENTILE(Light),PERCENTILE(CO2),PERCENTILE(HumidityRatio),PERCENTILE(LOG_CO2),PERCENTILE(LOG_HR),PERCENTILE(GRAD_CO2),PERCENTILE(GRAD_HR),PERCENTILE(HRCO2),PERCENTILE(GRAD_HRCO2),RMEAN_CO2,RMEAN_HR
23.18,426.0,721.25,0.00479298817650529,6.5809858178223095,-5.340601225633204,-3.75,-7.987894403168813e-06,3.4569427223044404,-0.023599485419883548,1,17,4,2,1.0,0.6416554095542183,0.801240329117033,0.7785828318801424,0.8264767284784478,0.7785828318801424,0.8264767284784478,0.06947174447174446,0.05540540540540541,0.8460027017069875,0.05614250614250614,716.25,0.00478529755007931
23.15,429.5,714.0,0.00478344094931065,6.570882962339584,-5.34259512758397,-3.75,-7.987894403168813e-06,3.415376837807804,-0.023599485419883548,1,17,4,2,0.9997543902738548,0.6414712022596095,0.8057841090507184,0.7770477710917353,0.825248679847722,0.7770477710917353,0.825248679847722,0.06947174447174446,0.05540540540540541,0.8439150190347537,0.05614250614250614,716.25,0.00478529755007931
23.15,426.0,713.5,0.00477946352442199,6.570182436916891,-5.343426972161931,-3.75,-7.987894403168813e-06,3.4101472246750895,-0.023599485419883548,1,17,4,2,0.9997543902738548,0.6403659584919563,0.801240329117033,0.7768635637971264,0.824634655532359,0.7768635637971264,0.824634655532359,0.06947174447174446,0.05540540540540541,0.8437922141716812,0.05614250614250614,716.25,0.00478529755007931
23.15,426.0,708.25,0.00477150882608175,6.562797138710626,-5.345092708358755,-3.75,-7.987894403168813e-06,3.3794211260723994,-0.023599485419883548,1,17,4,2,0.9997543902738548,0.6325678496868476,0.801240329117033,0.7752671005771828,0.8240206312169962,0.7752671005771828,0.8240206312169962,0.06947174447174446,0.05540540540540541,0.8423185558148103,0.05614250614250614,711.9166666666666,0.004778137766604796
23.1,426.0,704.5,0.004756992933315179,6.557488331338735,-5.348139547067008,-3.6666666666666288,-8.15310118371321e-06,3.351301521520544,-0.02326174911806822,1,17,4,2,0.9971140857177945,0.6325678496868476,0.801240329117033,0.7744688689672111,0.8231609971754882,0.7744688689672111,0.8231609971754882,0.07137592137592137,0.053562653562653564,0.8402308731425765,0.057248157248157246,708.75,0.004769321761272973
23.1,419.0,701.0,0.004756992933315179,6.55250788703459,-5.348139547067008,-3.180555555555486,-6.164413978896211e-06,3.334652046253941,-0.01951548826956584,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.773179417904949,0.8231609971754882,0.773179417904949,0.8231609971754882,0.0839066339066339,0.08783783783783784,0.8390028245118507,0.06867321867321867,704.5833333333334,0.00476183156423737
23.1,419.0,701.666666666667,0.004756992933315179,6.5534584574483725,-5.348139547067008,-2.0138888888888573,-2.4193154610947787e-06,3.337823374876152,-0.011293535388246845,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.7734250276310942,0.8231609971754882,0.7734250276310942,0.8231609971754882,0.14527027027027026,0.2558968058968059,0.8391256293749233,0.11117936117936118,702.388888888889,0.00475699293331518
23.1,419.0,699.0,0.004756992933315179,6.54965074223381,-5.348139547067008,-2.8611111111111995,0.0,3.32513806038731,-0.013610285336985495,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.7729338081788039,0.8231609971754882,0.7729338081788039,0.8231609971754882,0.09465601965601965,0.5006756756756757,0.8377747758811249,0.09398034398034398,700.5555555555557,0.00475699293331518
23.1,419.0,689.333333333333,0.004756992933315179,6.53572494696021,-5.348139547067008,-4.222222222222342,-1.9403689414383522e-06,3.279153795365262,-0.021420055105707103,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.7702935036227435,0.8231609971754882,0.7702935036227435,0.8231609971754882,0.05804668304668305,0.2979115479115479,0.833967825125875,0.06191646191646192,696.6666666666666,0.00475699293331518
23.075,419.0,688.0,0.00474535071966655,6.5337888379333435,-5.350589936128734,-3.7361111111111427,-4.6138750035215614e-06,3.2648012951305865,-0.020953015544698417,0,18,4,2,0.9939211592779074,0.6255679724917107,0.7939334397642147,0.7692496622866265,0.8215645339555446,0.7692496622866265,0.8215645339555446,0.07014742014742015,0.13292383292383292,0.8327397764951492,0.06351351351351352,692.111111111111,0.0047531121954323035
23.075,419.0,690.25,0.00474095189694268,6.537053850810264,-5.351517341297413,-1.180555555555486,-5.6105398611784076e-06,3.272442046864685,-0.009490772349691312,0,18,4,2,0.9939211592779074,0.6235416922510132,0.7939334397642147,0.7709689303696426,0.8210733145032544,0.7709689303696426,0.8210733145032544,0.24336609336609336,0.10098280098280098,0.8332309959474395,0.13083538083538085,689.1944444444443,0.004747765183308137
23.1,419.0,691.0,0.00473937073052061,6.53813982376767,-5.3518509093623114,-0.4722222222221717,-1.975694475268505e-06,3.2749051747897413,-0.0036100410411681327,0,18,4,2,0.9971140857177945,0.6151909615620779,0.7939334397642147,0.7712759425273241,0.8207048999140366,0.7712759425273241,0.8207048999140366,0.40012285012285015,0.29434889434889433,0.8335994105366572,0.3006142506142506,689.75,0.004741891115709947
23.1,419.0,683.5,0.00475111875560951,6.527226656164005,-5.3493751611710945,-1.2083333333333144,-2.420106528697695e-07,3.2473896694591002,-0.0059021770069920265,0,18,4,2,0.9971140857177945,0.6247697408817389,0.7939334397642147,0.7675917966351468,0.8225469728601252,0.7675917966351468,0.8225469728601252,0.2406019656019656,0.4250614250614251,0.8312661181382782,0.2038083538083538,688.25,0.0047438137943576
23.05,419.0,687.5,0.0047337317970825,6.533061829540727,-5.353041424103959,-1.2916666666666856,-5.2747807460095004e-06,3.254440610494219,-0.00974271651159353,0,18,4,2,0.9925089033525728,0.6235416922510132,0.7939334397642147,0.7689426501289451,0.8200908755986737,0.7689426501289451,0.8200908755986737,0.2277027027027027,0.11007371007371007,0.8317573375905686,0.1269041769041769,687.3333333333334,0.004741407094404207
23.0,419.0,686.0,0.00471494214590473,6.530877627725885,-5.357018633193686,-1.3333333333333712,-1.0100865720110049e-05,3.2344503120906447,-0.013221066978337914,0,18,4,2,0.9902370133857301,0.6215768144418519,0.7939334397642147,0.7685128331081911,0.8176961807687585,0.7685128331081911,0.8176961807687585,0.21928746928746928,0.03488943488943489,0.8300380695075525,0.09631449631449632,685.6666666666666,0.004733264232865581
23.0,418.5,680.5,0.00471494214590473,6.522827822091521,-5.357018633193686,-1.5,-6.971742853085182e-06,3.208518130288169,-0.011854504494313911,0,18,4,2,0.9902370133857301,0.6215768144418519,0.7895124646936018,0.7669163698882476,0.8176961807687585,0.7669163698882476,0.8176961807687585,0.20135135135135135,0.07027027027027027,0.8285644111506816,0.10589680589680589,684.6666666666666,0.004721205362963987
23.0,0.0,681.5,0.0047280779496687705,6.524296251136588,-5.35423651219767,-1.1666666666666288,1.225896410378749e-06,3.2221851226992673,-0.004676518369299387,0,18,4,2,0.9902370133857301,0.6325678496868476,0.31689794915878666,0.7671619796143927,0.8193540464202382,0.7671619796143927,0.8193540464202382,0.25104422604422605,0.653071253071253,0.829301240329117,0.2488943488943489,682.6666666666666,0.004719320747159411
22.945,0.0,685.0,0.00472795137178073,6.529418838262226,-5.354263284087593,0.5833333333333712,7.2459128442285e-06,3.2386466896697996,0.007713833216740795,0,18,4,2,0.98808792828196,0.6438044946579885,0.31689794915878666,0.768083016087437,0.8192312415571656,0.768083016087437,0.8192312415571656,0.6651105651105651,0.9266584766584767,0.8305292889598428,0.8492628992628992,682.3333333333334,0.0047236571557847445
22.945,0.0,685.0,0.0047454083970941,6.529418838262226,-5.350577781689486,2.0,5.315742905101246e-06,3.2506047520094588,0.013088540074003063,0,18,4,2,0.98808792828196,0.6526464447992141,0.31689794915878666,0.768083016087437,0.8216873388186172,0.768083016087437,0.8216873388186172,0.8633292383292384,0.8886977886977887,0.831634532727496,0.904054054054054,683.8333333333334,0.004733812572847868
22.89,0.0,689.0,0.00472950615591001,6.535241271013659,-5.353934488713416,2.0,4.971650617528051e-07,3.258629741421997,0.00979873725881375,0,18,4,2,0.9851406115682181,0.6526464447992141,0.31689794915878666,0.7699250890335257,0.8195996561463834,0.7699250890335257,0.8195996561463834,0.8633292383292384,0.5893120393120393,0.83206434974825,0.8769041769041769,686.3333333333334,0.004734288641594947
22.89,0.0,689.5,0.00472950615591001,6.5359666972333565,-5.353934488713416,1.4166666666666288,-2.391242842467948e-06,3.2609944944999523,0.005062132373781836,0,18,4,2,0.9851406115682181,0.6526464447992141,0.31689794915878666,0.7705391133488886,0.8195996561463834,0.7705391133488886,0.8195996561463834,0.8018427518427519,0.25847665847665846,0.832494166769004,0.7832923832923833,687.8333333333334,0.004734806902971373
22.89,0.0,689.0,0.00472950615591001,6.535241271013659,-5.353934488713416,1.0,-1.0554803912448188e-06,3.258629741421997,0.004016071446743652,0,18,4,2,0.9851406115682181,0.6526464447992141,0.31689794915878666,0.7699250890335257,0.8195996561463834,0.7699250890335257,0.8195996561463834,0.7393734643734644,0.37641277641277643,0.83206434974825,0.7454545454545455,689.1666666666666,0.004729506155910011
