index,Temperature,Light,CO2,HumidityRatio,GRAD_CO2,GRAD_HR,HRCO2,GRAD_HRCO2,FLAG_BusinessHour,HOUR(date),DAY(date),WEEKDAY(date),PERCENTILE(Temperature),PERCENTILE(Humidity),PERCENTILE(Light),PERCENTILE(CO2),PERCENTILE(HumidityRatio),PERCENTILE(GRAD_CO2),PERCENTILE(GRAD_HR),PERCENTILE(HRCO2),PERCENTILE(GRAD_HRCO2),RMEAN_CO2,RMEAN_HR
1,23.18,426.0,721.25,0.00479298817650529,-3.375,-6.3641938280504205e-06,3.4569427223044404,-0.0206878023411885,1,17,4,2,1.0,0.6416554095542183,0.801240329117033,0.7785828318801424,0.8264767284784478,0.09617983048765508,0.11423658027269377,0.8460027017069875,0.06841911313106498,717.625,0.00478821456290797
2,23.15,429.5,714.0,0.00478344094931065,-3.375,-6.3641938280504205e-06,3.415376837807804,-0.0206878023411885,1,17,4,2,0.9997543902738548,0.6414712022596095,0.8057841090507184,0.7770477710917353,0.825248679847722,0.09617983048765508,0.11423658027269377,0.8439150190347537,0.06841911313106498,717.625,0.00478821456290797
3,23.15,426.0,713.5,0.00477946352442199,-3.375,-6.3641938280504205e-06,3.4101472246750895,-0.0206878023411885,1,17,4,2,0.9997543902738548,0.6403659584919563,0.801240329117033,0.7768635637971264,0.824634655532359,0.09617983048765508,0.11423658027269377,0.8437922141716812,0.06841911313106498,713.75,0.00478145223686632
4,23.15,426.0,708.25,0.00477150882608175,-3.6875,-8.600678583927865e-06,3.3794211260723994,-0.023700353722487577,1,17,4,2,0.9997543902738548,0.6325678496868476,0.801240329117033,0.7752671005771828,0.8240206312169962,0.08352782213487286,0.07063014371698809,0.8423185558148103,0.05859231052696229,710.875,0.004775486175251869
5,23.1,426.0,704.5,0.004756992933315179,-4.0625,-9.246620968344534e-06,3.351301521520544,-0.02590369574325102,1,17,4,2,0.9971140857177945,0.6325678496868476,0.801240329117033,0.7744688689672111,0.8231609971754882,0.07099864881464193,0.0630143716988085,0.8402308731425765,0.05269622896450068,706.375,0.0047642508796984645
6,23.1,419.0,701.0,0.004756992933315179,-2.5208333333332575,-3.628973191642168e-06,3.334652046253941,-0.014561806615712491,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.773179417904949,0.8231609971754882,0.1417516275641813,0.22699914015477213,0.8390028245118507,0.101338901854809,702.75,0.00475699293331518
7,23.1,419.0,701.666666666667,0.004756992933315179,-1.2083333333332575,0.0,3.337823374876152,-0.005748033127755736,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.7734250276310942,0.8231609971754882,0.2912418621790935,0.5028252057486795,0.8391256293749233,0.2579535683576956,701.3333333333335,0.00475699293331518
8,23.1,419.0,699.0,0.004756992933315179,-3.583333333333485,0.0,3.32513806038731,-0.01704589134438006,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.7729338081788039,0.8231609971754882,0.08721287311141138,0.5028252057486795,0.8377747758811249,0.08512467755803955,700.3333333333335,0.00475699293331518
9,23.1,419.0,689.333333333333,0.004756992933315179,-5.833333333333485,-2.9105534121573115e-06,3.279153795365262,-0.0297515861919031,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.7702935036227435,0.8231609971754882,0.037464684928141506,0.2692543913524137,0.833967825125875,0.04360643655570569,694.1666666666665,0.00475699293331518
10,23.075,419.0,688.0,0.00474535071966655,-2.5208333333332575,-6.920812505282342e-06,3.2648012951305865,-0.01676212843932534,0,18,4,2,0.9939211592779074,0.6255679724917107,0.7939334397642147,0.7692496622866265,0.8215645339555446,0.1417516275641813,0.10183024198501413,0.8327397764951492,0.08659869794865496,688.6666666666665,0.0047511718264908655
11,23.075,419.0,690.25,0.00474095189694268,0.9791666666667425,-5.505256379610517e-06,3.272442046864685,0.000848032789644293,0,18,4,2,0.9939211592779074,0.6235416922510132,0.7939334397642147,0.7709689303696426,0.8210733145032544,0.6887974450313229,0.14126028743397617,0.8332309959474395,0.5588993981083406,689.125,0.0047431513083046155
12,23.1,419.0,691.0,0.00473937073052061,-0.9375,1.046717380222273e-06,3.2749051747897413,-0.003737124436607342,0,18,4,2,0.9971140857177945,0.6151909615620779,0.7939334397642147,0.7712759425273241,0.8207048999140366,0.3342955410883184,0.6185972239282643,0.8335994105366572,0.336076649060312,690.625,0.0047401613137316445
13,23.1,419.0,683.5,0.00475111875560951,-2.5625,1.1319813071801813e-06,3.2473896694591002,-0.011379235425276635,0,18,4,2,0.9971140857177945,0.6247697408817389,0.7939334397642147,0.7675917966351468,0.8225469728601252,0.13947917946198254,0.6236334602628669,0.8312661181382782,0.1314334848298735,687.25,0.00474524474306506
14,23.05,419.0,687.5,0.0047337317970825,-0.25,-1.0453885785723094e-05,3.254440610494219,-0.008350980415994247,0,18,4,2,0.9925089033525728,0.6235416922510132,0.7939334397642147,0.7689426501289451,0.8200908755986737,0.46302665520206365,0.0480284977275519,0.8317573375905686,0.18339270359906645,685.5,0.004742425276346005
15,23.0,419.0,686.0,0.00471494214590473,-1.125,-1.3741565220638362e-05,3.2344503120906447,-0.014715459393626285,0,18,4,2,0.9902370133857301,0.6215768144418519,0.7939334397642147,0.7685128331081911,0.8176961807687585,0.3032182778528436,0.027269377226384964,0.8300380695075525,0.10011055152929615,686.75,0.004724336971493614
16,23.0,418.5,680.5,0.00471494214590473,-2.875,-1.4134618534326904e-06,3.208518130288169,-0.014546917399356873,0,18,4,2,0.9902370133857301,0.6215768144418519,0.7895124646936018,0.7669163698882476,0.8176961807687585,0.12086967203046309,0.3619948409286328,0.8285644111506816,0.10158457191991156,683.25,0.004714942145904728
17,23.0,0.0,681.5,0.0047280779496687705,0.0,6.5362574100101024e-06,3.2221851226992673,0.0044658424975629885,0,18,4,2,0.9902370133857301,0.6325678496868476,0.31689794915878666,0.7671619796143927,0.8193540464202382,0.5150472914875323,0.8824468738484216,0.829301240329117,0.7155140646112271,681.0,0.0047215100477867485
18,22.945,0.0,685.0,0.00472795137178073,2.0,7.58491832533216e-06,3.2386466896697996,0.014637047172955109,0,18,4,2,0.98808792828196,0.6438044946579885,0.31689794915878666,0.768083016087437,0.8192312415571656,0.8228104655447733,0.9046800147402039,0.8305292889598428,0.9005036236334603,683.25,0.004728014660724748
19,22.945,0.0,685.0,0.0047454083970941,1.875,4.721307888652139e-06,3.2506047520094588,0.012100670265597024,0,18,4,2,0.98808792828196,0.6526464447992141,0.31689794915878666,0.768083016087437,0.8216873388186172,0.8109568849035745,0.8226262129959464,0.831634532727496,0.8802358432624985,685.0,0.004736679884437413
20,22.89,0.0,689.0,0.00472950615591001,2.125,-3.5868642637025723e-06,3.258629741421997,0.007593198560672754,0,18,4,2,0.9851406115682181,0.6526464447992141,0.31689794915878666,0.7699250890335257,0.8195996561463834,0.8350325512836261,0.22921017074069525,0.83206434974825,0.808991524382754,687.0,0.004737457276502053
21,22.89,0.0,689.5,0.00472950615591001,1.125,-3.975560296022498e-06,3.2609944944999523,0.0025974356226234896,0,18,4,2,0.9851406115682181,0.6526464447992141,0.31689794915878666,0.7705391133488886,0.8195996561463834,0.7139172091880605,0.20353764893747697,0.832494166769004,0.6380051590713671,689.25,0.004729506155910008
22,22.89,0.0,689.0,0.00472950615591001,0.375,2.392339709154836e-06,3.258629741421997,0.0034266715474924325,0,18,4,2,0.9851406115682181,0.6526464447992141,0.31689794915878666,0.7699250890335257,0.8195996561463834,0.5877656307578921,0.7090038078860091,0.83206434974825,0.6733816484461368,689.25,0.004729506155910008
23,22.89,0.0,691.0,0.00473907551474663,0.125,7.177092184522307e-06,3.274701180689921,0.005536204711567905,0,18,4,2,0.9851406115682181,0.6590322976789881,0.31689794915878666,0.7712759425273241,0.820582095050964,0.540289890676821,0.8946075420709987,0.8334766056735847,0.7508905539859968,690.0,0.004734290835328317
24,22.89,0.0,688.0,0.00474864516581148,-0.625,7.177165241580106e-06,3.267067874078298,0.0019819484483492023,0,18,4,2,0.9851406115682181,0.665172540832617,0.31689794915878666,0.7692496622866265,0.8222399607024438,0.39282643409900503,0.89473037710355,0.8328625813582218,0.6140523277238669,689.5,0.004743860340279052
25,22.89,0.0,689.5,0.00474864516581148,-0.125,-7.2128669850947576e-06,3.2741908418270156,-0.005558461172924467,0,18,4,2,0.9851406115682181,0.665172540832617,0.31689794915878666,0.7705391133488886,0.8222399607024438,0.4883920894239037,0.09703967571551407,0.8333538008105121,0.26372681488760596,688.75,0.0047486451658114775
26,22.79,0.0,689.0,0.00471022404680625,-0.7083333333332575,-1.683282141679704e-05,3.2453443682495062,-0.014937345809738156,0,18,4,2,0.9812108559498957,0.6590322976789881,0.31689794915878666,0.7699250890335257,0.817389168611077,0.3791303279695369,0.015477214101461736,0.8308977035490606,0.09900503623633461,689.25,0.004729434606308863
27,22.79,0.0,685.666666666667,0.004719734999149521,-1.4583333333332575,-4.849803579671467e-06,3.236164964416856,-0.010228075310986462,0,18,4,2,0.9812108559498957,0.665172540832617,0.31689794915878666,0.7683900282451185,0.8181259977895124,0.2546984399950866,0.16693280923719445,0.8302836792336976,0.14752487409409162,687.3333333333335,0.0047149795229778834
28,22.79,0.0,687.0,0.004719734999149521,0.08333333333325754,2.3777380858181797e-06,3.2424579444157207,0.0020315727910569237,0,18,4,2,0.9812108559498957,0.665172540832617,0.31689794915878666,0.7687584428343363,0.8181259977895124,0.5308930106866478,0.7072841174302911,0.830774898685988,0.6163861933423412,686.3333333333335,0.00471973499914952
29,22.79,0.0,688.0,0.004719734999149521,-3.6666666666667425,-3.2397102751550305e-06,3.2471776794148703,-0.019476300881235975,0,18,4,2,0.9812108559498957,0.665172540832617,0.31689794915878666,0.7692496622866265,0.8181259977895124,0.08438766736273186,0.250337796339516,0.8311433132752057,0.07173565900994963,687.5,0.00471973499914952
30,22.745,0.0,670.0,0.0047067761580489,-9.083333333333258,-1.1287689101554914e-05,3.1535400258927626,-0.05042294730188113,0,18,4,2,0.9795529902984158,0.665172540832617,0.31689794915878666,0.7638462483114331,0.8172663637480044,0.011792163124923228,0.0412725709372313,0.824634655532359,0.015968554231666873,679.0,0.00471325557859921
31,22.7,0.0,668.666666666667,0.00468754308384392,-4.8333333333332575,-1.1279839811594722e-05,3.1344038087303026,-0.030358814531222578,0,18,4,2,0.9769126857423553,0.6606287608989316,0.31689794915878666,0.7632936264276066,0.8156699005280609,0.05281906399705196,0.041395405969782584,0.8232838020385608,0.04176391106743643,669.3333333333335,0.00469715962094641
32,22.7,0.0,670.0,0.00469384871410812,-0.41666666666674246,-1.6554534191448242e-06,3.1448786384524405,-0.0030670259651275344,0,18,4,2,0.9769126857423553,0.665172540832617,0.31689794915878666,0.7638462483114331,0.8163453272749601,0.43041395405969785,0.3479916472177865,0.823775021490851,0.36997911804446626,669.3333333333335,0.00469069589897602
33,22.7,0.0,667.0,0.00469384871410812,-1.7916666666667425,-3.958829806602424e-06,3.1307970923101163,-0.01103388632107305,0,18,4,2,0.9769126857423553,0.665172540832617,0.31689794915878666,0.7629866142699251,0.8163453272749601,0.2116447610858617,0.20464316423043852,0.822915387449343,0.1358555460017197,668.5,0.00469384871410812
34,22.6666666666667,0.0,664.5,0.004671707764617511,-0.625,-1.2357827689048542e-06,3.104349809588336,-0.003731186095934813,0,18,4,2,0.9743337836178313,0.6576200417536534,0.31689794915878666,0.7618199680707356,0.8146874616234803,0.39282643409900503,0.37255865372804325,0.8204592901878914,0.3365679891905171,665.75,0.0046827782393628154
35,22.7,0.0,670.0,0.00471104653252311,2.2083333333332575,-4.5262187620001906e-07,3.1564011767904834,0.010028453009766736,0,18,4,2,0.9769126857423553,0.6773916247083385,0.31689794915878666,0.7638462483114331,0.8175119734741496,0.8410514678786389,0.41002333865618473,0.8247574603954316,0.8529664660361135,667.25,0.004691377148570311
36,22.6,0.0,670.333333333333,0.00465269945869772,1.9583333333332575,-2.090550797702491e-05,3.118859537147037,-0.004872150810099285,0,18,4,2,0.9696671988210733,0.6576200417536534,0.31689794915878666,0.7640918580375783,0.8132752056981456,0.8185726569217541,0.008107112148384719,0.8218101436816898,0.29075052204888835,670.1666666666665,0.004681872995610415
37,22.6,0.0,672.0,0.0046464328065348,-2.5833333333332575,-1.9144306475430122e-05,3.1224028459913855,-0.024813401766514476,0,18,4,2,0.9696671988210733,0.6526464447992141,0.31689794915878666,0.7645830774898686,0.8126611813827828,0.13812799410391843,0.010440977766859108,0.8221785582709076,0.055398599680628914,671.1666666666665,0.004649566132616261
38,22.6,0.0,658.0,0.00464073595878431,-5.9583333333332575,-6.408686668724767e-07,3.0536042608800757,-0.028120134216795156,0,18,4,2,0.9696671988210733,0.6477956527078472,0.31689794915878666,0.758504236767776,0.8122313643620287,0.035376489374769685,0.40179339147524873,0.8155470956649883,0.04778282766244933,665.0,0.004643584382659555
39,22.6,0.0,660.5,0.00465583283178072,-2.875,5.3408812898327225e-06,3.075177585391166,-0.009838319414299024,0,18,4,2,0.9696671988210733,0.6590322976789881,0.31689794915878666,0.7600392975561833,0.8138278275819723,0.12086967203046309,0.8485444048642673,0.8171435588849318,0.15550915120992506,659.25,0.004648284395282516
40,22.6,0.0,658.0,0.00465269945869772,-1.375,2.9908749783523828e-06,3.0614762438231,-0.004433774407942348,0,18,4,2,0.9696671988210733,0.6576200417536534,0.31689794915878666,0.758504236767776,0.8132752056981456,0.26593784547352906,0.7383613806657658,0.8159155102542061,0.30807026163861934,659.25,0.004654266145239221
41,22.6,0.0,655.0,0.00465583283178072,-2.3125,7.83343270749793e-07,3.049570504816372,-0.010251173551339532,0,18,4,2,0.9696671988210733,0.6590322976789881,0.31689794915878666,0.7572761881370502,0.8138278275819723,0.16023829996314948,0.6036113499570077,0.8151786810757706,0.1470335339638865,656.5,0.004654266145239221
42,22.6,0.0,654.25,0.00465583283178072,-2.6875,-1.5666630407305468e-06,3.046078630192536,-0.013519914953096457,0,18,4,2,0.9696671988210733,0.6590322976789881,0.31689794915878666,0.7568463711162962,0.8138278275819723,0.1308807271833927,0.3548704090406584,0.8145646567604077,0.10834049871023216,654.625,0.00465583283178072
43,22.6,0.0,648.0,0.0046464328065348,-3.1458333333332575,-1.4617413512079801e-05,3.0108884586345503,-0.024126736343938138,0,18,4,2,0.9696671988210733,0.6526464447992141,0.31689794915878666,0.7538990544025543,0.8126611813827828,0.10490111779879621,0.02309298611964132,0.8106349011420853,0.05711829013634689,651.125,0.0046511328191577595
44,22.5,0.0,648.666666666667,0.004606763202978321,-1.8958333333332575,-1.7018350798046582e-05,2.9882537309986055,-0.019848550765700912,0,18,4,2,0.9602112243644848,0.6463833967825126,0.31689794915878666,0.7541446641286995,0.8103892914159401,0.1992998403144577,0.014985873971256603,0.8085472184698514,0.07112148384719322,648.3333333333335,0.004626598004756561
45,22.5,0.0,646.0,0.00462742903214501,-1.1666666666667425,2.751147332367282e-06,2.989319154765677,-0.0036171506952107357,0,18,4,2,0.9602112243644848,0.6590322976789881,0.31689794915878666,0.7527938106349011,0.8111875230259118,0.2960938459648692,0.7271833927035991,0.8087928281959965,0.3429554108831839,647.3333333333335,0.004617096117561666
46,22.5,0.0,646.0,0.00463677156669758,-1.7916666666667425,7.502090929814402e-06,2.9953544320866365,-0.0034306823891554483,0,18,4,2,0.9602112243644848,0.665172540832617,0.31689794915878666,0.7527938106349011,0.8116787424782022,0.2116447610858617,0.9024689841542808,0.8092840476482869,0.35216803832453014,646.0,0.004632100299421295
