Temperature,Light,CO2,HumidityRatio,GRAD_CO2,GRAD_HR,HRCO2,GRAD_HRCO2,FLAG_BusinessHour,HOUR(date),DAY(date),WEEKDAY(date),PERCENTILE(Temperature),PERCENTILE(Humidity),PERCENTILE(Light),PERCENTILE(CO2),PERCENTILE(HumidityRatio),PERCENTILE(GRAD_CO2),PERCENTILE(GRAD_HR),PERCENTILE(HRCO2),PERCENTILE(GRAD_HRCO2),RMEAN_CO2,RMEAN_HR
23.18,426.0,721.25,0.00479298817650529,-3.258333333333269,-6.244325918558502e-06,3.4569427223044404,-0.01998441389821548,1,17,4,2,1.0,0.6416554095542183,0.801240329117033,0.7785828318801424,0.8264767284784478,0.07286802654214795,0.05812238879331531,0.8460027017069875,0.059842713197345784,712.3,0.0047768788819269725
23.15,429.5,714.0,0.00478344094931065,-3.258333333333269,-6.244325918558502e-06,3.415376837807804,-0.01998441389821548,1,17,4,2,0.9997543902738548,0.6414712022596095,0.8057841090507184,0.7770477710917353,0.825248679847722,0.07286802654214795,0.05812238879331531,0.8439150190347537,0.059842713197345784,712.3,0.0047768788819269725
23.15,426.0,713.5,0.00477946352442199,-3.258333333333269,-6.244325918558502e-06,3.4101472246750895,-0.01998441389821548,1,17,4,2,0.9997543902738548,0.6403659584919563,0.801240329117033,0.7768635637971264,0.824634655532359,0.07286802654214795,0.05812238879331531,0.8437922141716812,0.059842713197345784,712.3,0.0047768788819269725
23.15,426.0,708.25,0.00477150882608175,-3.258333333333269,-6.244325918558502e-06,3.3794211260723994,-0.01998441389821548,1,17,4,2,0.9997543902738548,0.6325678496868476,0.801240329117033,0.7752671005771828,0.8240206312169962,0.07286802654214795,0.05812238879331531,0.8423185558148103,0.059842713197345784,712.3,0.0047768788819269725
23.1,426.0,704.5,0.004756992933315179,-3.258333333333269,-6.244325918558502e-06,3.351301521520544,-0.01998441389821548,1,17,4,2,0.9971140857177945,0.6325678496868476,0.801240329117033,0.7744688689672111,0.8231609971754882,0.07286802654214795,0.05812238879331531,0.8402308731425765,0.059842713197345784,712.3,0.0047768788819269725
23.1,419.0,701.0,0.004756992933315179,-3.258333333333269,-6.244325918558502e-06,3.334652046253941,-0.01998441389821548,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.773179417904949,0.8231609971754882,0.07286802654214795,0.05812238879331531,0.8390028245118507,0.059842713197345784,708.25,0.00476967983328895
23.1,419.0,701.666666666667,0.004756992933315179,-2.6833333333332803,-4.89186071022784e-06,3.337823374876152,-0.01625626272194336,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.7734250276310942,0.8231609971754882,0.08896534775129024,0.08650774145981814,0.8391256293749233,0.07532563283362005,705.7833333333334,0.0047643902300898554
23.1,419.0,699.0,0.004756992933315179,-3.341666666666697,-3.69864838733764e-06,3.32513806038731,-0.018527649499491927,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.7729338081788039,0.8231609971754882,0.07127058245269108,0.1271811255836815,0.8377747758811249,0.06524944703858442,702.8833333333334,0.004759896111868494
23.1,419.0,689.333333333333,0.004756992933315179,-3.5416666666667425,-2.615810641519705e-06,3.279153795365262,-0.018676755709709836,1,17,4,2,0.9971140857177945,0.6325678496868476,0.7939334397642147,0.7702935036227435,0.8231609971754882,0.06623248955517326,0.19562546080117965,0.833967825125875,0.0648808060948636,699.1,0.00475699293331518
23.075,419.0,688.0,0.00474535071966655,-2.7250000000000227,-2.7683250021131103e-06,3.2648012951305865,-0.014871022577921167,0,18,4,2,0.9939211592779074,0.6255679724917107,0.7939334397642147,0.7692496622866265,0.8215645339555446,0.0880437453919882,0.1853035143769968,0.8327397764951492,0.08220693044974195,695.8,0.004754664490585455
23.075,419.0,690.25,0.00474095189694268,-2.1416666666666515,-3.3663239167071313e-06,3.272442046864685,-0.012512819947566589,0,18,4,2,0.9939211592779074,0.6235416922510132,0.7939334397642147,0.7709689303696426,0.8210733145032544,0.10592283116244777,0.14327844679282378,0.8332309959474395,0.09486360285082329,693.65,0.004751456283310954
23.1,419.0,691.0,0.00473937073052061,-2.6166666666666742,-2.3496380500238542e-06,3.2749051747897413,-0.014066659101462209,0,18,4,2,0.9971140857177945,0.6151909615620779,0.7939334397642147,0.7712759425273241,0.8207048999140366,0.09050135168346031,0.21897272057016465,0.8335994105366572,0.08613910051609733,691.5166666666667,0.00474793184275204
23.1,419.0,683.5,0.00475111875560951,-1.7333333333333485,-2.9135313938354057e-06,3.2473896694591002,-0.010246157579925308,0,18,4,2,0.9971140857177945,0.6247697408817389,0.7939334397642147,0.7675917966351468,0.8225469728601252,0.1225116736298845,0.17498156795281397,0.8312661181382782,0.10788891619562546,688.4166666666666,0.004746757007210906
23.05,419.0,687.5,0.0047337317970825,-0.38333333333332575,-5.366970999450254e-06,3.254440610494219,-0.005506416791098534,0,18,4,2,0.9925089033525728,0.6235416922510132,0.7939334397642147,0.7689426501289451,0.8200908755986737,0.38264929958220695,0.07495699188989924,0.8317573375905686,0.16257065618087982,688.05,0.00474210477996437
23.0,419.0,686.0,0.00471494214590473,-1.1749999999999545,-5.64183247997712e-06,3.2344503120906447,-0.009427489961645774,0,18,4,2,0.9902370133857301,0.6215768144418519,0.7939334397642147,0.7685128331081911,0.8176961807687585,0.17915949864831654,0.0691816171049398,0.8300380695075525,0.11354141066601131,687.65,0.004736023065212006
23.0,418.5,680.5,0.00471494214590473,-1.9250000000000114,-3.730253188978863e-06,3.208518130288169,-0.011664396866698734,0,18,4,2,0.9902370133857301,0.6215768144418519,0.7895124646936018,0.7669163698882476,0.8176961807687585,0.1136642909805849,0.12607520275251904,0.8285644111506816,0.10063897763578275,685.7,0.004730821115004415
23.0,0.0,681.5,0.0047280779496687705,-0.8000000000000114,-3.446016468061988e-06,3.2221851226992673,-0.0061463031879771535,0,18,4,2,0.9902370133857301,0.6325678496868476,0.31689794915878666,0.7671619796143927,0.8193540464202382,0.25147456377488325,0.13811747358073237,0.829301240329117,0.14966822315065126,683.8,0.004728562558834048
22.945,0.0,685.0,0.00472795137178073,-0.0999999999999659,-1.1490783817184186e-06,3.2386466896697996,-0.0012578838274059922,0,18,4,2,0.98808792828196,0.6438044946579885,0.31689794915878666,0.768083016087437,0.8192312415571656,0.4975423937085279,0.34123863357090195,0.8305292889598428,0.40562791840747114,684.1,0.004723929082068291
22.945,0.0,685.0,0.0047454083970941,0.05000000000001137,2.624061001687758e-06,3.2506047520094588,0.0020343570846594883,0,18,4,2,0.98808792828196,0.6526464447992141,0.31689794915878666,0.768083016087437,0.8216873388186172,0.5485377242565741,0.8142049643647088,0.831634532727496,0.7097566969771443,683.6,0.004726264402070611
22.89,0.0,689.0,0.00472950615591001,1.1999999999999886,2.9128020010561577e-06,3.258629741421997,0.0076655793543136674,0,18,4,2,0.9851406115682181,0.6526464447992141,0.31689794915878666,0.7699250890335257,0.8195996561463834,0.8440648808060949,0.8334971737527648,0.83206434974825,0.8854755468173998,684.2,0.004729177204071667
22.89,0.0,689.5,0.00472950615591001,1.6499999999999773,1.5992216246523555e-06,3.2609944944999523,0.0088920982934515,0,18,4,2,0.9851406115682181,0.6526464447992141,0.31689794915878666,0.7705391133488886,0.8195996561463834,0.8821577783239125,0.7334725976898501,0.832494166769004,0.893831408208405,686.0,0.0047320900060727235
22.89,0.0,689.0,0.00472950615591001,1.3500000000000227,1.2552349207143113e-06,3.258629741421997,0.007249910974285401,0,18,4,2,0.9851406115682181,0.6526464447992141,0.31689794915878666,0.7699250890335257,0.8195996561463834,0.8642786925534529,0.6893585647579258,0.83206434974825,0.8819120176947653,687.5,0.004732375647320972
22.89,0.0,691.0,0.00473907551474663,0.8999999999999773,1.436091168328154e-06,3.274701180689921,0.005251761308895819,0,18,4,2,0.9851406115682181,0.6590322976789881,0.31689794915878666,0.7712759425273241,0.820582095050964,0.799827967559597,0.7130744654706316,0.8334766056735847,0.8535266650282625,688.7,0.004734600475914152
22.89,0.0,688.0,0.00474864516581148,0.3499999999999659,2.2375778618850643e-06,3.267067874078298,0.003202422247385428,0,18,4,2,0.9851406115682181,0.665172540832617,0.31689794915878666,0.7692496622866265,0.8222399607024438,0.6544605554190219,0.7850823298107643,0.8328625813582218,0.7811501597444089,689.3,0.004735247829657628
22.89,0.0,689.5,0.00474864516581148,0.0,-1.4309920229240575e-08,3.2741908418270156,-8.902584543335479e-06,0,18,4,2,0.9851406115682181,0.665172540832617,0.31689794915878666,0.7705391133488886,0.8222399607024438,0.5295527156549521,0.4601867780781519,0.8333538008105121,0.5276480707790612,689.4,0.004739075631637922
22.79,0.0,689.0,0.00471022404680625,-0.3833333333332689,-2.905326586425533e-06,3.2453443682495062,-0.0038114903255590526,0,18,4,2,0.9812108559498957,0.6590322976789881,0.31689794915878666,0.7699250890335257,0.817389168611077,0.384492504300811,0.175595969525682,0.8308977035490606,0.22093880560334234,689.3,0.004735219209817169
