Temperature,Light,CO2,HumidityRatio,LOG_CO2,LOG_HR,GRAD_CO2,GRAD_HR,HRCO2,GRAD_HRCO2,FLAG_BusinessHour,HOUR(date),DAY(date),WEEKDAY(date),PERCENTILE(Temperature),PERCENTILE(Humidity),PERCENTILE(Light),PERCENTILE(CO2),PERCENTILE(HumidityRatio),PERCENTILE(LOG_CO2),PERCENTILE(LOG_HR),PERCENTILE(GRAD_CO2),PERCENTILE(GRAD_HR),PERCENTILE(HRCO2),PERCENTILE(GRAD_HRCO2),RMEAN_CO2,RMEAN_HR
23.7,585.2,749.2,0.0047641630241641395,6.619005970569933,-5.346633408056913,7.839999999999975,1.8644748094129998e-06,3.5693109377037735,0.038858705840915775,1,14,2,0,0.9825515947467167,0.7035647279549718,0.9429643527204503,0.6228893058161351,0.8457786116322702,0.6228893058161351,0.8457786116322702,0.9823308270676692,0.7530075187969925,0.6712945590994371,0.9616541353383459,766.6033333333334,0.004762468784947548
23.718000000000004,578.4,760.4,0.00477266099212519,6.633844610614274,-5.3448512696436055,7.839999999999975,1.8644748094129998e-06,3.6291314184119945,0.038858705840915775,1,14,2,0,0.9844277673545966,0.7061913696060037,0.9395872420262664,0.6270168855534709,0.8480300187617261,0.6270168855534709,0.8480300187617261,0.9823308270676692,0.7530075187969925,0.676923076923077,0.9616541353383459,766.6033333333334,0.004762468784947548
23.73,572.666666666667,769.666666666667,0.00476515255246541,6.645957520686386,-5.346425727180597,7.839999999999975,1.8644748094129998e-06,3.667579081214212,0.038858705840915775,1,14,2,0,0.9855534709193245,0.699812382739212,0.9380863039399625,0.6333958724202626,0.8461538461538461,0.6333958724202626,0.8461538461538461,0.9823308270676692,0.7530075187969925,0.6810506566604128,0.9616541353383459,766.6033333333334,0.004762468784947548
23.7225,493.75,774.75,0.00474377335599685,6.652540396667858,-5.350922393302157,7.839999999999975,1.8644748094129998e-06,3.6752384075585596,0.038858705840915775,1,14,2,0,0.9849906191369606,0.6904315196998124,0.8724202626641651,0.6373358348968106,0.8416510318949343,0.6373358348968106,0.8416510318949343,0.9823308270676692,0.7530075187969925,0.6814258911819887,0.9616541353383459,766.6033333333334,0.004762468784947548
23.754,488.6,779.0,0.00476659399998615,6.658011045870748,-5.346123275258738,7.839999999999975,1.8644748094129998e-06,3.713176725989211,0.038858705840915775,1,14,2,0,0.9876172607879925,0.6964352720450282,0.8690431519699813,0.6403377110694184,0.8472795497185741,0.6403377110694184,0.8472795497185741,0.9823308270676692,0.7530075187969925,0.6844277673545967,0.9616541353383459,766.6033333333334,0.004762468784947548
23.76,568.666666666667,790.0,0.00477933243163454,6.672032945461067,-5.343454400885812,7.839999999999975,1.8644748094129998e-06,3.775672620991286,0.038858705840915775,1,14,2,0,0.9883677298311445,0.701688555347092,0.9365853658536586,0.6461538461538462,0.84953095684803,0.6461538461538462,0.84953095684803,0.9823308270676692,0.7530075187969925,0.6878048780487804,0.9616541353383459,774.7633333333333,0.004765502666441627
23.73,536.333333333333,798.0,0.004776136332748921,6.682108597449809,-5.344123357916308,6.493333333333226,2.1416496548704728e-06,3.8113567935336388,0.03267719794945623,1,14,2,0,0.9855534709193245,0.7061913696060037,0.9033771106941839,0.64953095684803,0.848780487804878,0.64953095684803,0.848780487804878,0.9646616541353383,0.7740601503759399,0.6893058161350845,0.9406015037593985,782.2833333333333,0.004766197734566374
23.754,509.0,797.0,0.00478309370839038,6.680854678790215,-5.342667722506342,5.578333333333262,6.826179654853201e-06,3.812125685587133,0.03199244948998725,1,14,2,0,0.9876172607879925,0.7061913696060037,0.8831144465290807,0.649155722326454,0.8502814258911819,0.649155722326454,0.8502814258911819,0.943984962406015,0.9067669172932331,0.6900562851782364,0.937593984962406,787.7499999999998,0.004769785965751368
23.754,476.0,803.2,0.0047940939966204105,6.688603748937465,-5.340370536023987,5.845000000000027,7.991535102676306e-06,3.850616298085514,0.034231783124272885,1,14,2,0,0.9876172607879925,0.7133208255159474,0.8562851782363977,0.652157598499062,0.850656660412758,0.652157598499062,0.850656660412758,0.9515037593984963,0.925187969924812,0.6930581613508443,0.9488721804511279,793.4399999999998,0.00477985009387608
23.736,510.0,809.0,0.00479618871038935,6.695798917058491,-5.339933695136967,5.524999999999977,5.914849944581822e-06,3.880116666704984,0.03117118111315409,1,14,2,0,0.9861163227016886,0.7165103189493434,0.8842401500938086,0.6564727954971857,0.851031894934334,0.6564727954971857,0.851031894934334,0.9413533834586466,0.8872180451127819,0.6953095684803002,0.9330827067669173,799.4399999999998,0.004785769035956721
